country,code_time,time,year,month,month_name,product,value,display_order,yeartodate,previousyeartodate,share
Republic of Turkiye,AUG2015,August 2015,2015,8,August,Distribution losses,3456.026,19,36528.0,24964.444,0.1459091063189355
Croatia,DEC2021,December 2021,2021,12,December,Total imports,968.147904,15,11345.621549,10490.999999,0.5852833487451129
Czech Republic,SEP2019,September 2019,2019,9,September,Other renewables aggregated,383.648201,25,4516.006876,3220.851469,0.0596492891216807
Finland,NOV2017,November 2017,2017,11,November,Other renewables aggregated,1124.657,25,11220.802,9805.442,0.1834201841350071
Japan,JUL2014,July 2014,2014,7,July,Final consumption,88479.275,20,999695.517,578375.708,0.9529939630978282
Austria,AUG2015,August 2015,2015,8,August,Electricity trade,-804.733,21,-10061.517,-6509.199,-0.1736172193948823
Denmark,JAN2014,January 2014,2014,1,January,Electricity supplied,3315.225,17,33670.246,3365.426,0.802462412089129
OECD Americas,JUL2019,July 2019,2019,7,July,Final consumption,483049.214638,20,5007273.506015,2927729.425719,0.9401401439302384
Austria,FEB2019,February 2019,2019,2,February,Not specified,0.782213,13,12.230999,1.645359,0.0001408790432079
Belgium,SEP2022,September 2022,2022,9,September,Final consumption,6184.386019,20,79337.946601,61860.844607,0.8165368121232018
Germany,AUG2017,August 2017,2017,8,August,Not specified,147.105,13,1622.998,1179.686,0.0030014909823054
Romania,OCT2019,October 2019,2019,10,October,Low carbon,2341.617188,26,35102.675313,31423.856802,0.5612834126014173
Luxembourg,OCT2013,October 2013,2013,10,October,Hydro,92.259,1,1145.217,943.662,0.2994867832901053
Denmark,AUG2010,August 2010,2010,8,August,Others,72.122,24,1423.368,,0.0358474388828553
France,MAY2012,May 2012,2012,5,May,Total exports,5127.104,16,56734.001,26938.932,0.1252850011018112
Netherlands,APR2013,April 2013,2013,4,April,Total imports,2562.0,15,33252.0,8927.923,0.3286703705585241
France,SEP2017,September 2017,2017,9,September,Electricity trade,4563.593,21,40128.862,40257.59,0.1169246754487217
Denmark,APR2011,April 2011,2011,4,April,Electricity supplied,2671.656,17,34868.743,12584.507,0.9546125478395
Australia,DEC2022,December 2022,2022,12,December,Natural gas,3049.577666,10,46024.53088,43937.149619,0.1403678131122164
New Zealand,JUN2016,June 2016,2016,6,June,Coal,91.959,8,979.476,988.199,0.0249533137850919
Finland,MAY2010,May 2010,2010,5,May,Total combustible fuels,2697.02,7,42000.0,,0.4846846535995071
Latvia,FEB2021,February 2021,2021,2,February,Oil,0.0,9,0.0,0.0,0.0
Latvia,MAR2011,March 2011,2011,3,March,Hydro,224.063,1,2856.8,694.597,0.3608396180684726
United States,OCT2021,October 2021,2021,10,October,Wind,32327.546142,2,376541.896308,271985.046594,0.0984840043858907
Bulgaria,NOV2022,November 2022,2022,11,November,Total exports,1100.512897,16,13664.622716,9312.391123,0.2897126534266996
Spain,DEC2016,December 2016,2016,12,December,Electricity supplied,22925.828,17,272010.995,269617.999,1.0432154063949686
India,MAR2021,March 2021,2021,3,March,Coal,111565.527903,8,1184152.721151,280381.639265,0.7825571112543351
OECD Total,FEB2018,February 2018,2018,2,February,Combustible renewables,24190.560964,11,299223.057245,49321.961853,0.0276505435647961
Greece,FEB2015,February 2015,2015,2,February,Natural gas,505.388,10,8173.253,1566.618,0.131618690506171
Sweden,AUG2013,August 2013,2013,8,August,Fossil fuels,160.08,27,3831.266,2601.402,0.0165683773143641
Sweden,APR2013,April 2013,2013,4,April,Total combustible fuels,1424.519,7,15119.999,7075.598,0.1084103547745277
Malta,JUL2018,July 2018,2018,7,July,Final consumption,247.352373,20,2389.591754,1319.179,1.1429459418648515
Malta,OCT2021,October 2021,2021,10,October,Total imports,0.0,15,0.0,269.368068,0.0
Bulgaria,APR2017,April 2017,2017,4,April,Used for pumped storage,96.53,18,949.527,495.385,0.0304598288721185
Slovenia,JUL2019,July 2019,2019,7,July,Renewables,403.847335,22,5156.773554,3495.224583,0.2952399390756138
Iceland,MAR2018,March 2018,2018,3,March,Combustible renewables,0.0,11,0.0,,0.0
Malta,FEB2018,February 2018,2018,2,February,Geothermal,0.0,4,0.0,,0.0
Finland,JUN2010,June 2010,2010,6,June,Others,56.584,24,950.084,,0.0116992194041966
Colombia,JAN2022,January 2022,2022,1,January,Others,224.957068,24,2736.625294,213.370016,0.0321680547754548
Mexico,DEC2016,December 2016,2016,12,December,Nuclear,1031.494,6,10271.999,11177.001,0.0467619528032015
Slovenia,MAR2017,March 2017,2017,3,March,Total combustible fuels,494.439,7,5054.643,1241.313,0.3710249656693906
Norway,DEC2016,December 2016,2016,12,December,Non-renewables,284.579,23,3276.005,3324.996,0.0203040234613679
Republic of Turkiye,DEC2019,December 2019,2019,12,December,Other renewables,0.0,5,0.0,0.0,0.0
Iceland,FEB2014,February 2014,2014,2,February,Others,0.621,24,3.0,1.983,0.0004435825181343
Austria,DEC2017,December 2017,2017,12,December,Total imports,2883.901,15,29362.425,26366.16,0.4905208356897794
Portugal,SEP2020,September 2020,2020,9,September,Low carbon,1911.267696,26,31325.839434,18857.818753,0.4116901222543043
Cyprus,MAR2015,March 2015,2015,3,March,Total exports,0.0,16,0.0,,0.0
OECD Europe,MAY2021,May 2021,2021,5,May,Total combustible fuels,100483.633982,7,1499821.740577,530698.841547,0.3673906329856043
Denmark,AUG2020,August 2020,2020,8,August,Total combustible fuels,507.202053,7,10352.233002,7399.152033,0.3748928801703405
United Kingdom,FEB2017,February 2017,2017,2,February,Non-renewables,19695.648,23,222462.803,43165.769,0.7000105486821683
Canada,SEP2020,September 2020,2020,9,September,Electricity supplied,40384.009995,17,565746.597482,428687.774679,0.9015569799955658
Spain,JUL2020,July 2020,2020,7,July,Nuclear,5159.030935,6,55756.999999,33452.23706,0.2120935228148906
OECD Europe,APR2014,April 2014,2014,4,April,Nuclear,65649.354,6,831460.775,297019.257,0.2462053872901543
Finland,JUN2022,June 2022,2022,6,June,Oil,4.283559,9,92.402487,130.507592,0.0008740228792936
North Macedonia,AUG2018,August 2018,2018,8,August,Solar,2.544112,3,22.789001,17.363,0.0067369632180861
Korea,SEP2020,September 2020,2020,9,September,Coal,18578.778696,8,198971.38694,176923.983362,0.4146205045852795
Finland,JUN2015,June 2015,2015,6,June,Combustible renewables,724.937,11,10838.875,5921.711,0.1462321278724503
OECD Europe,NOV2017,November 2017,2017,11,November,Electricity supplied,309572.33,17,3533092.633,3171189.397,0.9996105013108872
Austria,APR2019,April 2019,2019,4,April,Low carbon,5365.3507,26,55248.228181,17823.283056,0.8454841496837594
Malta,MAR2021,March 2021,2021,3,March,Hydro,0.0,1,0.0,0.0,0.0
Mexico,JAN2018,January 2018,2018,1,January,Wind,1400.412144,2,12792.000001,947.413,0.0545033192171684
OECD Total,JUL2010,July 2010,2010,7,July,Nuclear,185243.091,6,2186603.605,,0.1980911663856183
Finland,APR2020,April 2020,2020,4,April,Electricity trade,-1162.043703,21,-14976.000002,-7058.223761,-0.2035520002330537
Australia,NOV2021,November 2021,2021,11,November,Hydro,1366.060793,1,16328.370592,13921.636471,0.0670927396665802
Denmark,JAN2011,January 2011,2011,1,January,Total imports,770.257,15,11694.0,754.0,0.1948089852346121
Serbia,NOV2020,November 2020,2020,11,November,Net electricity production,3120.643002,14,35273.872001,31225.445043,1.0
Republic of Turkiye,JUN2022,June 2022,2022,6,June,Low carbon,12919.163235,26,134811.760715,60724.442769,0.4891054382541559
Switzerland,FEB2022,February 2022,2022,2,February,Hydro,2036.269628,1,33787.552661,5713.984782,0.4487773796294099
Croatia,APR2020,April 2020,2020,4,April,Not specified,0.0,13,0.0,0.0,0.0
Canada,JAN2020,January 2020,2020,1,January,Final consumption,53912.885836,20,531847.110568,56212.88664,0.8784819507904867
OECD Total,SEP2016,September 2016,2016,9,September,Total imports,38194.203,15,490667.827,387458.247,0.0444714965071093
OECD Europe,JUN2019,June 2019,2019,6,June,Renewables,115780.973804,22,1385344.21306,694154.389957,0.4335222699675951
Croatia,SEP2018,September 2018,2018,9,September,Other combustible non-renewables,0.0,12,0.0,,0.0
Mexico,DEC2021,December 2021,2021,12,December,Distribution losses,2984.84224,19,38919.497783,30351.73876,0.1112743966580625
OECD Americas,FEB2013,February 2013,2013,2,February,Renewables,83719.307,22,1031201.838,171306.495,0.2125509727640052
North Macedonia,APR2018,April 2018,2018,4,April,Electricity supplied,485.304289,17,7202.499001,2669.187,1.402628141788099
Romania,JUL2020,July 2020,2020,7,July,Combustible renewables,20.306302,11,468.606973,239.654298,0.0046808739905909
Germany,APR2020,April 2020,2020,4,April,Solar,6592.278276,3,47687.000001,11256.486959,0.1709137671674822
OECD Americas,DEC2018,December 2018,2018,12,December,Used for pumped storage,1858.308308,18,27617.494,29456.638,0.0042158046046132
IEA Total,JUN2014,June 2014,2014,6,June,Electricity supplied,838039.345,17,10277073.784,5106061.995,1.0015515504157158
Lithuania,JUL2021,July 2021,2021,7,July,Others,37.061483,24,406.316654,262.156596,0.1153397105134546
New Zealand,MAY2011,May 2011,2011,5,May,Electricity trade,0.0,21,0.0,0.0,0.0
North Macedonia,MAR2020,March 2020,2020,3,March,Wind,11.018906,2,116.884,35.816351,0.0272333524104359
Republic of Turkiye,AUG2019,August 2019,2019,8,August,Electricity supplied,26359.716164,17,288558.598001,194597.233684,1.0006540924105434
Sweden,SEP2013,September 2013,2013,9,September,Used for pumped storage,15.553,18,192.957,133.338,0.0015321976766512
Australia,SEP2021,September 2021,2021,9,September,Nuclear,0.0,6,0.0,0.0,0.0
Bulgaria,NOV2015,November 2015,2015,11,November,Hydro,206.475,1,6026.0,,0.0588359668347232
United States,JUN2013,June 2013,2013,6,June,Total exports,789.689,16,11353.002,6617.817,0.0021957465863714
New Zealand,JAN2018,January 2018,2018,1,January,Total combustible fuels,1016.645367,7,7407.079131,453.105,0.291930792085758
Chile,FEB2014,February 2014,2014,2,February,Total combustible fuels,3885.377,7,44426.002,7906.493,0.7205272672245868
Germany,DEC2016,December 2016,2016,12,December,Total combustible fuels,37773.986,7,390146.003,379427.998,0.6797577640003041
Italy,AUG2019,August 2019,2019,8,August,Final consumption,24676.784166,20,301803.852987,202903.218807,1.0267263751486262
Colombia,SEP2021,September 2021,2021,9,September,Total combustible fuels,1744.589017,7,22487.155456,22091.431084,0.2443338728128306
Czech Republic,AUG2015,August 2015,2015,8,August,Renewables,811.314,22,10128.543,6472.193,0.138626556275379
Cyprus,DEC2021,December 2021,2021,12,December,Total combustible fuels,351.232378,7,4156.826556,4114.300998,0.8878182223063324
Spain,SEP2011,September 2011,2011,9,September,Final consumption,20461.853,20,247945.001,187400.938,0.8781588539064831
Portugal,MAY2014,May 2014,2014,5,May,Non-renewables,1578.489,23,19521.074,7706.495,0.4170200860570601
Brazil,MAY2019,May 2019,2019,5,May,Distribution losses,0.0,19,0.0,0.0,0.0
Italy,FEB2018,February 2018,2018,2,February,Distribution losses,1455.811624,19,17988.158999,3145.108,0.0666076973393685
IEA Total,JUL2017,July 2017,2017,7,July,Other renewables,84.567,5,1014.982,589.029,9.010482374051652e-05
Hungary,DEC2014,December 2014,2014,12,December,Total exports,708.0,16,5689.0,4758.0,0.2692316175268262
Italy,MAR2022,March 2022,2022,3,March,Not specified,43.00525,13,516.063,106.458999,0.0017538160650944
Belgium,JUN2018,June 2018,2018,6,June,Nuclear,2081.97005,6,27126.299999,18790.369,0.3850071916836692
Brazil,FEB2020,February 2020,2020,2,February,Other renewables,0.0,5,0.0,0.0,0.0
Estonia,OCT2014,October 2014,2014,10,October,Other renewables aggregated,59.023,25,666.063,501.184,0.0598121616609546
Switzerland,FEB2021,February 2021,2021,2,February,Combustible renewables,150.987559,11,1793.498626,353.694612,0.0293844587764677
Czech Republic,OCT2013,October 2013,2013,10,October,Distribution losses,368.621,19,4097.999,3463.24,0.0520833495230886
Republic of Turkiye,FEB2021,February 2021,2021,2,February,Low carbon,8580.130243,26,115941.7227,21751.029812,0.3704521678985564
Slovak Republic,JUL2021,July 2021,2021,7,July,Distribution losses,137.516484,19,1696.572418,905.406151,0.0620037723055002
Portugal,FEB2021,February 2021,2021,2,February,Electricity trade,857.375243,21,-4753.354443,349.721643,0.1646448709202763
OECD Asia Oceania,JUL2019,July 2019,2019,7,July,Natural gas,48263.203465,10,569441.631895,364205.778753,0.2972378039765901
Spain,MAR2021,March 2021,2021,3,March,Used for pumped storage,439.586751,18,4167.014371,1348.356362,0.019695421985074
United Kingdom,JUL2018,July 2018,2018,7,July,Combustible renewables,2631.617292,11,33310.990596,18668.26,0.1113196589228553
Argentina,JUN2020,June 2020,2020,6,June,Non-renewables,8264.60109,23,101182.577594,48024.024716,0.7242621792381849
Norway,MAY2014,May 2014,2014,5,May,Solar,0.0,3,0.0,0.0,0.0
Canada,MAR2017,March 2017,2017,3,March,Electricity supplied,55070.086,17,582005.001,163636.266,0.9194557978868678
Greece,JUL2019,July 2019,2019,7,July,Used for pumped storage,1.99938,18,73.279999,19.024298,0.0004577106575665
Austria,JUN2014,June 2014,2014,6,June,Other combustible non-renewables,46.905,12,530.912,295.626,0.0090177453771678
Brazil,FEB2022,February 2022,2022,2,February,Total combustible fuels,5862.670755,7,94970.301581,23191.554524,0.1150926404556309
Denmark,SEP2014,September 2014,2014,9,September,Natural gas,116.425,10,1940.65,2363.503,0.0578020189623389
Republic of Turkiye,FEB2015,February 2015,2015,2,February,Solar,3.407,3,191.0,1.447,0.0001779626737003
Canada,APR2019,April 2019,2019,4,April,Geothermal,0.0,4,0.0,0.0,0.0
Republic of Turkiye,FEB2021,February 2021,2021,2,February,Distribution losses,2291.504392,19,31486.577626,4941.79618,0.0989370494064496
Netherlands,FEB2018,February 2018,2018,2,February,Electricity trade,283.771721,21,-7969.925002,1036.288,0.0271011562565943
Italy,JAN2022,January 2022,2022,1,January,Coal,1572.571267,8,16440.472267,1341.24988,0.0623375955383873
Italy,APR2017,April 2017,2017,4,April,Final consumption,22326.847,20,301880.516,97328.31,1.0684276950109248
United States,JUL2022,July 2022,2022,7,July,Combustible renewables,5088.791705,11,54746.393333,33138.980634,0.0117533293362147
Norway,FEB2016,February 2016,2016,2,February,Non-renewables,282.363,23,3276.005,548.311,0.0201592604637166
Malta,JUN2019,June 2019,2019,6,June,Coal,0.0,8,0.0,0.0,0.0
Serbia,MAR2017,March 2017,2017,3,March,Electricity supplied,3090.566,17,35123.601,9774.216,1.0784955613553333
Spain,JUL2015,July 2015,2015,7,July,Low carbon,12320.883,26,152734.463,106570.076,0.477463090233553
Germany,APR2018,April 2018,2018,4,April,Wind,8892.656718,2,107889.000002,35075.069,0.1850704887818846
Estonia,FEB2011,February 2011,2011,2,February,Electricity trade,229.0,21,3562.0,388.743,0.2240373486891858
United Kingdom,JUL2014,July 2014,2014,7,July,Total combustible fuels,16581.199,7,218994.0,145028.526,0.6878835747064499
Serbia,AUG2017,August 2017,2017,8,August,Total combustible fuels,2158.98,7,24566.923,16422.105,0.7733032748747892
Estonia,JUL2019,July 2019,2019,7,July,Other combustible non-renewables,2.684867,12,54.552547,50.950538,0.008109463082882
OECD Europe,OCT2022,October 2022,2022,10,October,Geothermal,1743.431127,4,20685.099667,17016.188088,0.006429173155562
OECD Asia Oceania,JUN2017,June 2017,2017,6,June,Natural gas,42867.876172,10,572465.34027,276213.35838,0.2952934587719438
Serbia,JUL2022,July 2022,2022,7,July,Coal,1819.49199,8,21380.265068,12637.796896,0.7305422476977236
Germany,APR2014,April 2014,2014,4,April,Nuclear,7333.746,6,91799.999,32877.382,0.1559041394854237
Sweden,JUN2011,June 2011,2011,6,June,Oil,37.129,9,763.314,942.39,0.0036763144217688
United Kingdom,NOV2013,November 2013,2013,11,November,Total exports,266.763,16,3100.999,1775.454,0.0089329210671646
Greece,SEP2014,September 2014,2014,9,September,Total imports,824.032,15,9461.0,4083.047,0.2227763177423903
Portugal,AUG2021,August 2021,2021,8,August,Other renewables aggregated,366.590132,25,4036.702617,2510.37883,0.1107010033501211
OECD Americas,MAR2018,March 2018,2018,3,March,Electricity trade,125.698075,21,2396.987001,970.756,0.0002988401582595
Korea,MAR2013,March 2013,2013,3,March,Total combustible fuels,31383.3,7,376741.999,97047.082,0.7159229641131046
Republic of Turkiye,DEC2014,December 2014,2014,12,December,Electricity supplied,21455.911,17,244706.0,235178.999,1.0254937778279736
Netherlands,AUG2012,August 2012,2012,8,August,Not specified,10.882,13,147.002,100.268,0.0014912238148525
Lithuania,OCT2012,October 2012,2012,10,October,Total combustible fuels,271.397,7,3011.999,2134.393,0.6405631542301474
Estonia,APR2020,April 2020,2020,4,April,Not specified,0.0,13,0.0,0.0,0.0
Argentina,DEC2016,December 2016,2016,12,December,Fossil fuels,9344.361,27,100338.115,97379.183,0.7436730346250625
Belgium,SEP2017,September 2017,2017,9,September,Other combustible non-renewables,103.681,12,1326.252,960.181,0.0155896954430201
New Zealand,MAY2020,May 2020,2020,5,May,Total combustible fuels,688.692496,7,8843.194,3501.318795,0.1868885268685136
Switzerland,APR2021,April 2021,2021,4,April,Geothermal,0.0,4,0.0,0.0,0.0
Poland,JAN2022,January 2022,2022,1,January,Low carbon,3621.601318,26,36644.220489,2424.715363,0.2384651921321166
Serbia,DEC2015,December 2015,2015,12,December,Hydro,734.442,1,10697.002,,0.2099192611630417
Estonia,NOV2011,November 2011,2011,11,November,Non-renewables,975.953,23,10564.632,9600.891,0.902621334889567
New Zealand,OCT2021,October 2021,2021,10,October,Renewables,3220.99362,22,35361.30718,29054.147928,0.913636694505735
Estonia,DEC2017,December 2017,2017,12,December,Renewables,153.507,22,1689.635,1444.793,0.1761633711656089
Canada,APR2013,April 2013,2013,4,April,Not specified,203.417,13,2441.004,908.0,0.004027434794667
Switzerland,MAY2014,May 2014,2014,5,May,Total imports,2206.164,15,28530.0,14204.261,0.347899119909042
India,OCT2015,October 2015,2015,10,October,Solar,1058.173082,3,7418.049871,,0.0095108749341272
Finland,JUN2012,June 2012,2012,6,June,Net electricity production,4726.599,14,67706.75,39633.32,1.0
North Macedonia,JUL2017,July 2017,2017,7,July,Total combustible fuels,310.501,7,4005.609,1855.379,0.7855872403838612
Portugal,APR2021,April 2021,2021,4,April,Geothermal,15.012065,4,163.049679,64.243292,0.0038287956383083
Argentina,MAR2019,March 2019,2019,3,March,Other combustible non-renewables,0.0,12,0.0,0.0,0.0
Japan,FEB2018,February 2018,2018,2,February,Solar,3487.605407,3,59275.169385,6317.789,0.0372677326514237
Norway,MAR2011,March 2011,2011,3,March,Electricity supplied,12275.703,17,123965.001,40426.139,1.2186230477213251
Australia,APR2022,April 2022,2022,4,April,Coal,9817.852408,8,120858.246747,43577.319771,0.4880921065712381
Norway,MAR2021,March 2021,2021,3,March,Used for pumped storage,16.711,18,579.117,122.695,0.0012100226658642
Denmark,OCT2014,October 2014,2014,10,October,Electricity supplied,2858.907,17,33670.246,28196.321,1.109840948678959
United States,JAN2012,January 2012,2012,1,January,Renewables,45242.315,22,522776.507,42700.916,0.1320568493043006
France,JUN2012,June 2012,2012,6,June,Nuclear,26562.352,6,404880.016,218379.832,0.7015777392613305
Italy,FEB2014,February 2014,2014,2,February,Other renewables aggregated,1851.118,25,23333.401,3851.933,0.088207327279167
Luxembourg,NOV2018,November 2018,2018,11,November,Geothermal,0.0,4,0.0,,0.0
Norway,MAR2021,March 2021,2021,3,March,Not specified,24.09325,13,289.119,72.27975,0.0017445621802604
Czech Republic,SEP2011,September 2011,2011,9,September,Others,29.7,24,293.8,191.415,0.0049619840184017
Germany,JUN2010,June 2010,2010,6,June,Fossil fuels,24882.96,27,353461.038,,0.5817362077471405
Luxembourg,DEC2018,December 2018,2018,12,December,Non-renewables,30.114409,23,261.48222,285.676,0.1507748213032967
Norway,APR2022,April 2022,2022,4,April,Other combustible non-renewables,40.886612,12,691.288121,321.492487,0.0036633417747592
France,MAY2016,May 2016,2016,5,May,Solar,1012.586,3,8659.763,2947.561,0.0246076542527686
North Macedonia,FEB2021,February 2021,2021,2,February,Renewables,194.589041,22,1586.312667,223.815243,0.4089474876998806
Poland,JAN2013,January 2013,2013,1,January,Solar,0.017,3,1.0,0.017,1.2133510006755512e-06
Chile,OCT2019,October 2019,2019,10,October,Other renewables aggregated,391.494558,25,5395.026612,4996.819797,0.0587365285794103
Mexico,AUG2013,August 2013,2013,8,August,Total exports,76.199,16,1240.0,742.493,0.002812190348222
OECD Europe,DEC2013,December 2013,2013,12,December,Fossil fuels,136843.197,27,1524965.502,1623009.163,0.4346230142830923
Japan,DEC2017,December 2017,2017,12,December,Hydro,5949.952,1,88597.307,87197.129,0.0607883689804483
Australia,MAR2016,March 2016,2016,3,March,Fossil fuels,18609.606233,27,201931.847182,52073.115416,0.8529024154614913
Lithuania,JAN2022,January 2022,2022,1,January,Other combustible non-renewables,19.210417,12,376.093498,8.840025,0.0413590713507615
Portugal,OCT2017,October 2017,2017,10,October,Solar,80.438,3,991.546,767.056,0.0195384687133826
Japan,MAR2012,March 2012,2012,3,March,Distribution losses,3980.209,19,44448.323,12078.642,0.0423809802785246
Costa Rica,FEB2022,February 2022,2022,2,February,Combustible renewables,35.259604,11,134.98288,81.648672,0.037951390796107
Lithuania,AUG2014,August 2014,2014,8,August,Combustible renewables,40.829,11,361.936,209.081,0.1049305457395818
Ireland,OCT2017,October 2017,2017,10,October,Total exports,149.012,16,1794.91,1396.19,0.0625057414660317
OECD Americas,JAN2016,January 2016,2016,1,January,Other combustible non-renewables,818.631,12,9724.131,810.06,0.001802559281829
Lithuania,APR2014,April 2014,2014,4,April,Others,25.906,24,417.684,158.806,0.1171003801490762
Netherlands,JUL2020,July 2020,2020,7,July,Wind,869.07824,2,15339.467297,6315.677847,0.0821575661341329
Spain,MAR2013,March 2013,2013,3,March,Other renewables aggregated,456.824,25,5502.139,1130.373,0.0185790717589519
OECD Asia Oceania,MAR2012,March 2012,2012,3,March,Wind,1335.359,2,15044.17,4726.39,0.0082872594046262
Italy,OCT2012,October 2012,2012,10,October,Solar,1387.375,3,18637.002,9121.61,0.0613955657388691
Germany,APR2022,April 2022,2022,4,April,Low carbon,25932.971762,26,283742.328405,102687.895178,0.5536443412608005
Cyprus,MAY2020,May 2020,2020,5,May,Used for pumped storage,0.0,18,0.0,0.0,0.0
Finland,MAY2022,May 2022,2022,5,May,Low carbon,5128.742841,26,63408.873751,25858.766106,0.9116313283043546
India,AUG2019,August 2019,2019,8,August,Solar,3606.712048,3,46004.251517,23486.502616,0.0267401798776099
Netherlands,MAY2019,May 2019,2019,5,May,Electricity supplied,9709.49188,17,118426.994,52456.685526,1.0352678527031447
OECD Europe,MAY2011,May 2011,2011,5,May,Combustible renewables,10357.057,11,126413.822,49899.05,0.0386757722956926
France,JUN2010,June 2010,2010,6,June,Other renewables aggregated,210.807,25,4659.648,,0.0052816163013127
India,DEC2021,December 2021,2021,12,December,Non-renewables,108359.825455,23,1284790.09251,1179243.645769,0.8396572495252853
Australia,AUG2022,August 2022,2022,8,August,Low carbon,7801.08897,26,91140.767104,49820.653577,0.340601700566413
Switzerland,AUG2014,August 2014,2014,8,August,Combustible renewables,126.744,11,1605.42,1054.872,0.0213063611450404
OECD Total,SEP2012,September 2012,2012,9,September,Other combustible non-renewables,3767.392,12,46963.838,33279.901,0.0045556569481796
Norway,JUL2010,July 2010,2010,7,July,Other combustible non-renewables,9.373,12,97.839,,0.0011921984709638
Austria,NOV2021,November 2021,2021,11,November,Wind,589.294975,2,6459.566885,6497.564016,0.1077506306640319
Croatia,MAR2019,March 2019,2019,3,March,Total imports,1102.607182,15,11400.799999,3272.809142,1.295493881354459
France,JUL2020,July 2020,2020,7,July,Other renewables aggregated,608.877442,25,8940.291089,5324.372172,0.0173461120237325
Germany,JUL2013,July 2013,2013,7,July,Total exports,4781.993,16,71415.001,37313.578,0.1036102841872621
OECD Total,MAY2014,May 2014,2014,5,May,Electricity supplied,823873.367,17,10453346.212,4315838.352,1.0022405794794689
Ireland,NOV2019,November 2019,2019,11,November,Fossil fuels,1732.608979,27,18271.292621,18764.030685,0.6052362024792474
Chile,DEC2016,December 2016,2016,12,December,Distribution losses,256.95,19,2872.999,3707.0,0.0387580821423965
France,OCT2013,October 2013,2013,10,October,Coal,1803.889,8,24788.85,17845.847,0.0429208972961073
Poland,FEB2014,February 2014,2014,2,February,Non-renewables,10112.972,23,125864.511,23777.34,0.8563410822833184
Chile,NOV2020,November 2020,2020,11,November,Other renewables aggregated,435.670515,25,5537.024829,4990.16915,0.0639138678704489
Austria,FEB2017,February 2017,2017,2,February,Wind,404.493,2,6273.836,952.514,0.0796502731293529
Canada,MAR2014,March 2014,2014,3,March,Renewables,39677.916,22,414931.787,118012.402,0.6640689295568789
Korea,AUG2013,August 2013,2013,8,August,Final consumption,44171.908,20,497750.909,329554.802,0.9513017432384472
Hungary,FEB2020,February 2020,2020,2,February,Electricity trade,-1132.654445,21,-11677.0,-2338.859046,-0.4235504697120563
Italy,OCT2018,October 2018,2018,10,October,Wind,1495.339635,2,17556.808001,13812.665,0.0649942740219246
Cyprus,NOV2015,November 2015,2015,11,November,Total exports,0.0,16,0.0,,0.0
Cyprus,JUL2021,July 2021,2021,7,July,Total exports,0.0,16,0.0,0.0,0.0
Czech Republic,FEB2021,February 2021,2021,2,February,Coal,2778.230348,8,31132.094595,6522.32435,0.4161635098401585
Ireland,OCT2016,October 2016,2016,10,October,Used for pumped storage,44.86,18,532.404,433.867,0.0175256213567237
Denmark,APR2018,April 2018,2018,4,April,Wind,1194.153642,2,13901.955,5269.158,0.4566248739713551
Germany,FEB2016,February 2016,2016,2,February,Combustible renewables,3853.061,11,47354.47,7428.398,0.072078479407235
Spain,AUG2019,August 2019,2019,8,August,Not specified,10.416667,13,125.000004,52.666664,0.0004580588513046
Chile,MAR2012,March 2012,2012,3,March,Fossil fuels,3680.433,27,40968.115,9738.319,0.650948291780127
Estonia,JUN2012,June 2012,2012,6,June,Low carbon,92.725,26,1351.56,545.175,0.1213431829929791
New Zealand,MAR2016,March 2016,2016,3,March,Total imports,0.0,15,0.0,0.0,0.0
OECD Europe,JAN2019,January 2019,2019,1,January,Combustible renewables,17487.289144,11,189551.908956,15943.202796,0.0513957711657929
France,FEB2021,February 2021,2021,2,February,Net electricity production,48082.644256,14,535399.783544,106749.494732,1.0
Serbia,SEP2018,September 2018,2018,9,September,Natural gas,41.736145,10,537.326009,369.731,0.0174694506481314
Romania,MAY2021,May 2021,2021,5,May,Solar,205.945545,3,1700.06028,734.942924,0.0439295041736838
Croatia,FEB2017,February 2017,2017,2,February,Distribution losses,141.164,19,1791.822,316.206,0.1248919524121706
Austria,MAY2013,May 2013,2013,5,May,Wind,273.68,2,3011.453,1249.415,0.0435883632703376
Germany,APR2019,April 2019,2019,4,April,Oil,352.723983,9,4440.693687,1646.427513,0.0074657945856303
Denmark,OCT2016,October 2016,2016,10,October,Net electricity production,2838.172,14,29081.069,22126.405,1.0
Netherlands,MAY2022,May 2022,2022,5,May,Final consumption,9090.636256,20,109727.340977,49153.25464,0.9852859068379975
Portugal,APR2019,April 2019,2019,4,April,Other renewables aggregated,271.112827,25,3459.401295,1110.299309,0.0660394419339455
Republic of Turkiye,FEB2022,February 2022,2022,2,February,Electricity trade,-37.71006,21,-2713.622223,239.065289,-0.0015507354981273
Spain,APR2021,April 2021,2021,4,April,Other combustible non-renewables,87.908663,12,1116.913956,326.627299,0.0043633645342867
India,OCT2018,October 2018,2018,10,October,Distribution losses,0.0,19,0.0,0.0,0.0
Italy,JUN2020,June 2020,2020,6,June,Electricity trade,-514.761782,21,-32200.385003,-19386.100825,-0.0218234030747681
United States,AUG2010,August 2010,2010,8,August,Final consumption,385708.403,20,3894367.001,,0.9352050723292988
North Macedonia,APR2018,April 2018,2018,4,April,Low carbon,221.612344,26,1944.176044,503.31,0.6405047664065153
Belgium,DEC2010,December 2010,2010,12,December,Coal,589.809,8,5761.981,,0.0771789874841879
